arm absolute position,arm absolute position filtered,arm position
82.529296875,81.123046875,60.927978515625
82.529296875,81.123046875,60.927978515625
82.529296875,81.123046875,60.927978515625
85.166015625,85.166015625,65.2686767578125
85.166015625,85.166015625,65.2686767578125
85.166015625,85.166015625,65.2686767578125
85.166015625,85.166015625,65.2686767578125
85.166015625,85.166015625,65.2686767578125
85.166015625,85.166015625,65.2686767578125
85.166015625,85.166015625,65.2686767578125
85.166015625,85.166015625,65.2686767578125
85.166015625,85.166015625,65.2686767578125
85.166015625,85.166015625,65.2686767578125
88.2421875,88.154296875,69.2490234375
88.2421875,88.154296875,69.2490234375
88.2421875,88.154296875,69.2490234375
88.2421875,88.154296875,69.2490234375
88.2421875,88.154296875,69.2490234375
88.2421875,88.154296875,69.2490234375
88.2421875,88.154296875,69.2490234375
88.2421875,88.154296875,69.2490234375
88.2421875,88.154296875,69.2490234375
89.208984375,89.208984375,70.857421875
89.208984375,89.208984375,70.857421875
89.208984375,89.208984375,70.857421875
89.208984375,89.208984375,70.857421875
89.208984375,89.208984375,70.857421875
89.208984375,89.208984375,70.857421875
89.208984375,89.208984375,70.857421875
89.208984375,89.208984375,70.857421875
89.208984375,89.208984375,70.857421875
89.208984375,89.208984375,70.857421875
89.208984375,89.208984375,71.4803466796875
89.208984375,89.208984375,71.4803466796875
89.208984375,89.208984375,71.4803466796875
89.208984375,89.208984375,71.4803466796875
89.208984375,89.208984375,71.4803466796875
89.208984375,89.208984375,71.4803466796875
89.208984375,89.208984375,71.4803466796875
89.208984375,89.208984375,71.4803466796875
89.208984375,89.208984375,71.4803466796875
87.890625,87.802734375,70.400390625
87.890625,87.802734375,70.400390625
87.890625,87.802734375,70.400390625
87.890625,87.802734375,70.400390625
87.890625,87.802734375,70.400390625
87.890625,87.802734375,70.400390625
87.890625,87.802734375,70.400390625
87.890625,87.802734375,70.400390625
87.890625,87.802734375,70.400390625
87.890625,87.802734375,70.400390625
85.869140625,87.451171875,68.0361328125
85.869140625,87.451171875,68.0361328125
85.869140625,87.451171875,68.0361328125
85.869140625,87.451171875,68.0361328125
85.869140625,87.451171875,68.0361328125
85.869140625,87.451171875,68.0361328125
85.869140625,87.451171875,68.0361328125
85.869140625,87.451171875,68.0361328125
85.869140625,87.451171875,68.0361328125
83.408203125,85.869140625,64.1304931640625
83.408203125,85.869140625,64.1304931640625
83.408203125,85.869140625,64.1304931640625
83.408203125,85.869140625,64.1304931640625
83.408203125,85.869140625,64.1304931640625
83.408203125,85.869140625,64.1304931640625
83.408203125,85.869140625,64.1304931640625
83.408203125,85.869140625,64.1304931640625
83.408203125,85.869140625,64.1304931640625
79.453125,82.79296875,59.22070312499999
79.453125,82.79296875,59.22070312499999
79.453125,82.79296875,59.22070312499999
79.453125,82.79296875,59.22070312499999
79.453125,82.79296875,59.22070312499999
79.453125,82.79296875,59.22070312499999
79.453125,82.79296875,59.22070312499999
79.453125,82.79296875,59.22070312499999
79.453125,82.79296875,59.22070312499999
79.453125,82.79296875,59.22070312499999
75.673828125,78.57421875,53.40893554687499
75.673828125,78.57421875,53.40893554687499
75.673828125,78.57421875,53.40893554687499
75.673828125,78.57421875,53.40893554687499
75.673828125,78.57421875,53.40893554687499
75.673828125,78.57421875,53.40893554687499
75.673828125,78.57421875,53.40893554687499
75.673828125,78.57421875,53.40893554687499
75.673828125,78.57421875,53.40893554687499
75.673828125,78.57421875,53.40893554687499
69.345703125,72.333984375,46.88305664062499
69.345703125,72.333984375,46.88305664062499
69.345703125,72.333984375,46.88305664062499
69.345703125,72.333984375,46.88305664062499
69.345703125,72.333984375,46.88305664062499
69.345703125,72.333984375,46.88305664062499
69.345703125,72.333984375,46.88305664062499
69.345703125,72.333984375,46.88305664062499
69.345703125,72.333984375,46.88305664062499
60.908203125,63.984375,39.88916015625
60.908203125,63.984375,39.88916015625
60.908203125,63.984375,39.88916015625
60.908203125,63.984375,39.88916015625
60.908203125,63.984375,39.88916015625
60.908203125,63.984375,39.88916015625
60.908203125,63.984375,39.88916015625
60.908203125,63.984375,39.88916015625
60.908203125,63.984375,39.88916015625
60.908203125,63.984375,39.88916015625
53.4375,56.6015625,32.4854736328125
53.4375,56.6015625,32.4854736328125
53.4375,56.6015625,32.4854736328125
53.4375,56.6015625,32.4854736328125
53.4375,56.6015625,32.4854736328125
53.4375,56.6015625,32.4854736328125
53.4375,56.6015625,32.4854736328125
53.4375,56.6015625,32.4854736328125
53.4375,56.6015625,32.4854736328125
43.76953125,48.603515625,24.5006103515625
43.76953125,48.603515625,24.5006103515625
43.76953125,48.603515625,24.5006103515625
43.76953125,48.603515625,24.5006103515625
43.76953125,48.603515625,24.5006103515625
43.76953125,48.603515625,24.5006103515625
43.76953125,48.603515625,24.5006103515625
43.76953125,48.603515625,24.5006103515625
43.76953125,48.603515625,24.5006103515625
43.76953125,48.603515625,24.5006103515625
31.9921875,37.44140625,16.22021484375
31.9921875,37.44140625,16.22021484375
31.9921875,37.44140625,16.22021484375
31.9921875,37.44140625,16.22021484375
31.9921875,37.44140625,16.22021484375
31.9921875,37.44140625,16.22021484375
31.9921875,37.44140625,16.22021484375
31.9921875,37.44140625,16.22021484375
31.9921875,37.44140625,16.22021484375
21.884765625,25.751953125,8.057373046875
21.884765625,25.751953125,8.057373046875
21.884765625,25.751953125,8.057373046875
21.884765625,25.751953125,8.057373046875
21.884765625,25.751953125,8.057373046875
21.884765625,25.751953125,8.057373046875
21.884765625,25.751953125,8.057373046875
21.884765625,25.751953125,8.057373046875
21.884765625,25.751953125,8.057373046875
21.884765625,25.751953125,8.057373046875
12.83203125,16.962890625,0.7119140625
12.83203125,16.962890625,0.7119140625
12.83203125,16.962890625,0.7119140625
12.83203125,16.962890625,0.7119140625
12.83203125,16.962890625,0.7119140625
12.83203125,16.962890625,0.7119140625
12.83203125,16.962890625,0.7119140625
12.83203125,16.962890625,0.7119140625
12.83203125,16.962890625,0.7119140625
5.361328125,11.689453125,-5.3228759765625
5.361328125,11.689453125,-5.3228759765625
5.361328125,11.689453125,-5.3228759765625
5.361328125,11.689453125,-5.3228759765625
5.361328125,11.689453125,-5.3228759765625
5.361328125,11.689453125,-5.3228759765625
5.361328125,11.689453125,-5.3228759765625
5.361328125,11.689453125,-5.3228759765625
5.361328125,11.689453125,-5.3228759765625
0.52734375,2.021484375,-9.6767578125
0.52734375,2.021484375,-9.6767578125
0.52734375,2.021484375,-9.6767578125
0.52734375,2.021484375,-9.6767578125
0.52734375,2.021484375,-9.6767578125
0.52734375,2.021484375,-9.6767578125
0.52734375,2.021484375,-9.6767578125
0.52734375,2.021484375,-9.6767578125
0.52734375,2.021484375,-9.6767578125
0.52734375,2.021484375,-9.6767578125
-2.109375,0.87890625,-12.624389648437498
-2.109375,0.87890625,-12.624389648437498
-2.109375,0.87890625,-12.624389648437498
-2.109375,0.87890625,-12.624389648437498
-2.109375,0.87890625,-12.624389648437498
-2.109375,0.87890625,-12.624389648437498
-2.109375,0.87890625,-12.624389648437498
-2.109375,0.87890625,-12.624389648437498
-2.109375,0.87890625,-12.624389648437498
-2.109375,0.0,-14.7579345703125
-2.109375,0.0,-14.7579345703125
-2.109375,0.0,-14.7579345703125
-2.109375,0.0,-14.7579345703125
-2.109375,0.0,-14.7579345703125
-2.109375,0.0,-14.7579345703125
-2.109375,0.0,-14.7579345703125
-2.109375,0.0,-14.7579345703125
-2.109375,0.0,-14.7579345703125
-2.109375,0.0,-14.7579345703125
-3.1640625,-2.197265625,-15.656616210937498
-3.1640625,-2.197265625,-15.656616210937498
-3.1640625,-2.197265625,-15.656616210937498
-3.1640625,-2.197265625,-15.656616210937498
-3.1640625,-2.197265625,-15.656616210937498
-3.1640625,-2.197265625,-15.656616210937498
-3.1640625,-2.197265625,-15.656616210937498
-3.1640625,-2.197265625,-15.656616210937498
-3.1640625,-2.197265625,-15.656616210937498
-3.1640625,-3.1640625,-15.621459960937502
-3.1640625,-3.1640625,-15.621459960937502
-3.1640625,-3.1640625,-15.621459960937502
-3.1640625,-3.1640625,-15.621459960937502
-3.1640625,-3.1640625,-15.621459960937502
-3.1640625,-3.1640625,-15.621459960937502
-3.1640625,-3.1640625,-15.621459960937502
-3.1640625,-3.1640625,-15.621459960937502
-3.1640625,-3.1640625,-15.621459960937502
-3.1640625,-3.1640625,-15.621459960937502
-2.021484375,-3.1640625,-15.621459960937502
-2.021484375,-3.1640625,-15.621459960937502
-2.021484375,-3.1640625,-15.621459960937502
-2.021484375,-3.1640625,-15.621459960937502
-2.021484375,-3.1640625,-15.621459960937502
-2.021484375,-3.1640625,-15.621459960937502
-2.021484375,-3.1640625,-15.621459960937502
-2.021484375,-3.1640625,-15.621459960937502
-2.021484375,-3.1640625,-15.621459960937502
-3.33984375,-3.69140625,-15.621459960937502
-3.33984375,-3.69140625,-15.621459960937502
-3.33984375,-3.69140625,-15.621459960937502
-3.33984375,-3.69140625,-15.621459960937502
-3.33984375,-3.69140625,-15.621459960937502
-3.33984375,-3.69140625,-15.621459960937502
-3.33984375,-3.69140625,-15.621459960937502
-3.33984375,-3.69140625,-15.621459960937502
-3.33984375,-3.69140625,-15.621459960937502
-3.33984375,-3.69140625,-15.621459960937502
-2.4609375,-2.197265625,-15.61376953125
-2.4609375,-2.197265625,-15.61376953125
-2.4609375,-2.197265625,-15.61376953125
-2.4609375,-2.197265625,-15.61376953125
-2.4609375,-2.197265625,-15.61376953125
-2.4609375,-2.197265625,-15.61376953125
-2.4609375,-2.197265625,-15.61376953125
-2.4609375,-2.197265625,-15.61376953125
-2.4609375,-2.197265625,-15.61376953125
-1.318359375,-1.23046875,-14.709594726562502
-1.318359375,-1.23046875,-14.709594726562502
-1.318359375,-1.23046875,-14.709594726562502
-1.318359375,-1.23046875,-14.709594726562502
-1.318359375,-1.23046875,-14.709594726562502
-1.318359375,-1.23046875,-14.709594726562502
-1.318359375,-1.23046875,-14.709594726562502
-1.318359375,-1.23046875,-14.709594726562502
-1.318359375,-1.23046875,-14.709594726562502
-1.318359375,-1.23046875,-14.709594726562502
0.87890625,0.615234375,-12.1453857421875
0.87890625,0.615234375,-12.1453857421875
0.87890625,0.615234375,-12.1453857421875
0.87890625,0.615234375,-12.1453857421875
0.87890625,0.615234375,-12.1453857421875
0.87890625,0.615234375,-12.1453857421875
0.87890625,0.615234375,-12.1453857421875
0.87890625,0.615234375,-12.1453857421875
0.87890625,0.615234375,-12.1453857421875
3.603515625,0.966796875,-7.14111328125
3.603515625,0.966796875,-7.14111328125
3.603515625,0.966796875,-7.14111328125
3.603515625,0.966796875,-7.14111328125
3.603515625,0.966796875,-7.14111328125
3.603515625,0.966796875,-7.14111328125
3.603515625,0.966796875,-7.14111328125
3.603515625,0.966796875,-7.14111328125
3.603515625,0.966796875,-7.14111328125
3.603515625,0.966796875,-7.14111328125
11.25,9.052734375,-0.999755859375
11.25,9.052734375,-0.999755859375
11.25,9.052734375,-0.999755859375
11.25,9.052734375,-0.999755859375
11.25,9.052734375,-0.999755859375
11.25,9.052734375,-0.999755859375
11.25,9.052734375,-0.999755859375
11.25,9.052734375,-0.999755859375
11.25,9.052734375,-0.999755859375
17.666015625,15.556640625,5.625
17.666015625,15.556640625,5.625
17.666015625,15.556640625,5.625
17.666015625,15.556640625,5.625
17.666015625,15.556640625,5.625
17.666015625,15.556640625,5.625
17.666015625,15.556640625,5.625
17.666015625,15.556640625,5.625
17.666015625,15.556640625,5.625
17.666015625,15.556640625,5.625
25.927734375,21.181640625,12.957275390625002
25.927734375,21.181640625,12.957275390625002
25.927734375,21.181640625,12.957275390625002
25.927734375,21.181640625,12.957275390625002
25.927734375,21.181640625,12.957275390625002
25.927734375,21.181640625,12.957275390625002
25.927734375,21.181640625,12.957275390625002
25.927734375,21.181640625,12.957275390625002
25.927734375,21.181640625,12.957275390625002
36.5625,30.322265625,20.0379638671875
36.5625,30.322265625,20.0379638671875
36.5625,30.322265625,20.0379638671875
36.5625,30.322265625,20.0379638671875
36.5625,30.322265625,20.0379638671875
36.5625,30.322265625,20.0379638671875
36.5625,30.322265625,20.0379638671875
36.5625,30.322265625,20.0379638671875
36.5625,30.322265625,20.0379638671875
36.5625,30.322265625,20.0379638671875
44.47265625,39.287109375,26.6923828125
44.47265625,39.287109375,26.6923828125
44.47265625,39.287109375,26.6923828125
44.47265625,39.287109375,26.6923828125
44.47265625,39.287109375,26.6923828125
44.47265625,39.287109375,26.6923828125
44.47265625,39.287109375,26.6923828125
44.47265625,39.287109375,26.6923828125
44.47265625,39.287109375,26.6923828125
44.47265625,39.287109375,26.6923828125
52.03125,46.494140625,33.163330078125
52.03125,46.494140625,33.163330078125
52.03125,46.494140625,33.163330078125
52.03125,46.494140625,33.163330078125
52.03125,46.494140625,33.163330078125
52.03125,46.494140625,33.163330078125
52.03125,46.494140625,33.163330078125
52.03125,46.494140625,33.163330078125
52.03125,46.494140625,33.163330078125
58.623046875,55.810546875,39.4793701171875
58.623046875,55.810546875,39.4793701171875
58.623046875,55.810546875,39.4793701171875
58.623046875,55.810546875,39.4793701171875
58.623046875,55.810546875,39.4793701171875
58.623046875,55.810546875,39.4793701171875
58.623046875,55.810546875,39.4793701171875
58.623046875,55.810546875,39.4793701171875
58.623046875,55.810546875,39.4793701171875
58.623046875,55.810546875,39.4793701171875
65.390625,62.40234375,45.18786621093751
65.390625,62.40234375,45.18786621093751
65.390625,62.40234375,45.18786621093751
65.390625,62.40234375,45.18786621093751
65.390625,62.40234375,45.18786621093751
65.390625,62.40234375,45.18786621093751
65.390625,62.40234375,45.18786621093751
65.390625,62.40234375,45.18786621093751
65.390625,62.40234375,45.18786621093751
71.19140625,67.32421875,49.98339843750001
71.19140625,67.32421875,49.98339843750001
71.19140625,67.32421875,49.98339843750001
71.19140625,67.32421875,49.98339843750001
71.19140625,67.32421875,49.98339843750001
71.19140625,67.32421875,49.98339843750001
71.19140625,67.32421875,49.98339843750001
71.19140625,67.32421875,49.98339843750001
71.19140625,67.32421875,49.98339843750001
75.76171875,73.65234375,53.7725830078125
75.76171875,73.65234375,53.7725830078125
75.76171875,73.65234375,53.7725830078125
75.76171875,73.65234375,53.7725830078125
75.76171875,73.65234375,53.7725830078125
75.76171875,73.65234375,53.7725830078125
75.76171875,73.65234375,53.7725830078125
75.76171875,73.65234375,53.7725830078125
75.76171875,73.65234375,53.7725830078125
75.76171875,73.65234375,53.7725830078125
79.8046875,78.22265625,57.22119140624999
79.8046875,78.22265625,57.22119140624999
79.8046875,78.22265625,57.22119140624999
79.8046875,78.22265625,57.22119140624999
79.8046875,78.22265625,57.22119140624999
79.8046875,78.22265625,57.22119140624999
79.8046875,78.22265625,57.22119140624999
79.8046875,78.22265625,57.22119140624999
79.8046875,78.22265625,57.22119140624999
79.8046875,78.22265625,57.22119140624999
81.9140625,80.771484375,61.083984375
81.9140625,80.771484375,61.083984375
81.9140625,80.771484375,61.083984375
81.9140625,80.771484375,61.083984375
81.9140625,80.771484375,61.083984375
81.9140625,80.771484375,61.083984375
81.9140625,80.771484375,61.083984375
81.9140625,80.771484375,61.083984375
81.9140625,80.771484375,61.083984375
84.638671875,83.056640625,64.8193359375
84.638671875,83.056640625,64.8193359375
84.638671875,83.056640625,64.8193359375
84.638671875,83.056640625,64.8193359375
84.638671875,83.056640625,64.8193359375
84.638671875,83.056640625,64.8193359375
84.638671875,83.056640625,64.8193359375
84.638671875,83.056640625,64.8193359375
84.638671875,83.056640625,64.8193359375
86.923828125,86.396484375,67.9405517578125
86.923828125,86.396484375,67.9405517578125
86.923828125,86.396484375,67.9405517578125
86.923828125,86.396484375,67.9405517578125
86.923828125,86.396484375,67.9405517578125
86.923828125,86.396484375,67.9405517578125
86.923828125,86.396484375,67.9405517578125
86.923828125,86.396484375,67.9405517578125
86.923828125,86.396484375,67.9405517578125
86.923828125,86.396484375,67.9405517578125
89.12109375,87.71484375,69.7236328125
89.12109375,87.71484375,69.7236328125
89.12109375,87.71484375,69.7236328125
89.12109375,87.71484375,69.7236328125
89.12109375,87.71484375,69.7236328125
89.12109375,87.71484375,69.7236328125
89.12109375,87.71484375,69.7236328125
89.12109375,87.71484375,69.7236328125
89.12109375,87.71484375,69.7236328125
89.296875,88.505859375,71.861572265625
89.296875,88.505859375,71.861572265625
89.296875,88.505859375,71.861572265625
89.296875,88.505859375,71.861572265625
89.296875,88.505859375,71.861572265625
89.296875,88.505859375,71.861572265625
89.296875,88.505859375,71.861572265625
89.296875,88.505859375,71.861572265625
89.296875,88.505859375,71.861572265625
89.296875,88.505859375,71.861572265625
90.3515625,90.439453125,72.9173583984375
90.3515625,90.439453125,72.9173583984375
90.3515625,90.439453125,72.9173583984375
90.3515625,90.439453125,72.9173583984375
90.3515625,90.439453125,72.9173583984375
90.3515625,90.439453125,72.9173583984375
90.3515625,90.439453125,72.9173583984375
90.3515625,90.439453125,72.9173583984375
90.3515625,90.439453125,72.9173583984375
90.3515625,90.439453125,72.9173583984375
90.3515625,90.087890625,73.1766357421875
90.3515625,90.087890625,73.1766357421875
90.3515625,90.087890625,73.1766357421875
90.3515625,90.087890625,73.1766357421875
90.3515625,90.087890625,73.1766357421875
90.3515625,90.087890625,73.1766357421875
90.3515625,90.087890625,73.1766357421875
90.3515625,90.087890625,73.1766357421875
90.3515625,90.087890625,73.1766357421875
89.82421875,90.52734375,73.1722412109375
89.82421875,90.52734375,73.1722412109375
89.82421875,90.52734375,73.1722412109375
89.82421875,90.52734375,73.1722412109375
89.82421875,90.52734375,73.1722412109375
89.82421875,90.52734375,73.1722412109375
89.82421875,90.52734375,73.1722412109375
89.82421875,90.52734375,73.1722412109375
89.82421875,90.52734375,73.1722412109375
88.76953125,89.033203125,72.0758056640625
88.76953125,89.033203125,72.0758056640625
88.76953125,89.033203125,72.0758056640625
88.76953125,89.033203125,72.0758056640625
88.76953125,89.033203125,72.0758056640625
88.76953125,89.033203125,72.0758056640625
88.76953125,89.033203125,72.0758056640625
88.76953125,89.033203125,72.0758056640625
88.76953125,89.033203125,72.0758056640625
88.76953125,89.033203125,72.0758056640625
87.36328125,87.890625,70.0389404296875
87.36328125,87.890625,70.0389404296875
87.36328125,87.890625,70.0389404296875
87.36328125,87.890625,70.0389404296875
87.36328125,87.890625,70.0389404296875
87.36328125,87.890625,70.0389404296875
87.36328125,87.890625,70.0389404296875
87.36328125,87.890625,70.0389404296875
87.36328125,87.890625,70.0389404296875
87.36328125,87.890625,70.0389404296875
85.60546875,86.66015625,67.5450439453125
85.60546875,86.66015625,67.5450439453125
85.60546875,86.66015625,67.5450439453125
85.60546875,86.66015625,67.5450439453125
85.60546875,86.66015625,67.5450439453125
85.60546875,86.66015625,67.5450439453125
85.60546875,86.66015625,67.5450439453125
85.60546875,86.66015625,67.5450439453125
85.60546875,86.66015625,67.5450439453125
83.84765625,85.60546875,63.98327636718749
83.84765625,85.60546875,63.98327636718749
83.84765625,85.60546875,63.98327636718749
83.84765625,85.60546875,63.98327636718749
83.84765625,85.60546875,63.98327636718749
83.84765625,85.60546875,63.98327636718749
83.84765625,85.60546875,63.98327636718749
83.84765625,85.60546875,63.98327636718749
83.84765625,85.60546875,63.98327636718749
83.84765625,85.60546875,63.98327636718749
80.859375,82.96875,59.8677978515625
80.859375,82.96875,59.8677978515625
80.859375,82.96875,59.8677978515625
80.859375,82.96875,59.8677978515625
80.859375,82.96875,59.8677978515625
